0.0; 0.0; -5.0; 0.0; 0.0; 180.0;
0.25; 0.25; -5.0; 0.0; 0.0; 172.0;
0.5; 0.5; -5.0; 0.0; 0.0; 165.0;
0.75; 0.75; -5.0; 0.0; 0.0; 158.0;
1.0; 1.0; -5.0; 0.0; 0.0; 150.0;
1.25; 1.0; -5.0; 0.0; 0.0; 142.0;
1.5; 1.0; -5.0; 0.0; 0.0; 135.0;
1.75; 1.0; -5.0; 0.0; 0.0; 128.0;
2.0; 1.0; -5.0; 0.0; 0.0; 121.0;
2.25; 1.0; -5.0; 0.0; 0.0; 115.0;
2.5; 1.0; -5.0; 0.0; 0.0; 108.0;
2.75; 1.0; -5.0; 0.0; 0.0; 101.0;
3.0; 1.0; -5.0; 0.0; 0.0; 95.0;
3.25; 1.0; -5.0; 0.0; 0.0; 90.0;
3.5; 1.0; -5.0; 0.0; 0.0; 83.0;
3.75; 1.0; -5.0; 0.0; 0.0; 75.0;
4.0; 1.0; -5.0; 0.0; 0.0; 68.0;
4.0; 1.25.0; -5.0; 0.0; 0.0; 60.0;
4.0; 1.5; -5.0; 0.0; 0.0; 60.0;
4.0; 1.75; -5.0; 0.0; 0.0; 60.0;
4.0; 2.0; -5.0; 0.0; 0.0; 60.0
